Provider,Label,IP_NumClaims,IP_NumUniqueBeneficiaries,IP_NumUniqueAttPhysicians,IP_NumUniqueOpPhysicians,IP_NumUniqueOthPhysicians,IP_TotalClaimAmt,IP_AvgClaimAmt,IP_MaxClaimAmt,IP_StdClaimAmt,IP_TotalDeductible,IP_AvgDeductible,IP_AvgStayDuration,IP_MaxStayDuration,IP_TotalStayDays,IP_AvgClaimDuration,IP_AvgDiagnosisCodes,IP_AvgProcedureCodes,IP_AvgPatientAge,IP_PctDeadPatients,IP_AvgChronicConditions,IP_PctRenalDisease,IP_AvgGender,IP_AvgIPAnnualReimb,IP_AvgOPAnnualReimb,OP_NumClaims,OP_NumUniqueBeneficiaries,OP_NumUniqueAttPhysicians,OP_TotalClaimAmt,OP_AvgClaimAmt,OP_MaxClaimAmt,OP_StdClaimAmt,OP_TotalDeductible,OP_AvgClaimDuration,OP_AvgDiagnosisCodes,OP_AvgPatientAge,OP_PctDeadPatients,OP_AvgChronicConditions,IP_OP_ClaimRatio,IP_ClaimsPerPatient,OP_ClaimsPerPatient,IP_PatientsPerPhysician,OP_PatientsPerPhysician,IP_ClaimAmtPerStayDay,Total_ClaimAmt,Total_Deductible,Total_UniqueBeneficiaries,DiagComplexityRatio
PRV51021,1,29.0,23.0,7.0,7.0,1.0,269000.0,9275.862068965518,57000.0,10277.911654625932,30972.0,1068.0,4.758620689655173,17.0,138.0,4.793103448275862,8.517241379310345,0.7586206896551724,70.91430054993037,0.0,6.0344827586206895,0.3103448275862069,0.3103448275862069,17844.48275862069,3881.0344827586205,228.0,187.0,67.0,79830.0,350.13157894736844,3300.0,631.2399379496628,520.0,1.644736842105263,2.780701754385965,73.32228586524491,0.0043859649122807015,4.548245614035087,0.12663755458515283,1.2083333333333333,1.2127659574468086,2.875,2.75,1935.2517985611512,348830.0,31492.0,210.0,2.2528202256180494
PRV51023,0,9.0,9.0,4.0,4.0,1.0,54000.0,6000.0,13000.0,3741.657386773941,8544.0,1068.0,3.5555555555555554,10.0,32.0,3.5555555555555554,8.0,0.5555555555555556,73.74218571754506,0.0,5.0,0.3333333333333333,0.5555555555555556,11666.666666666666,913.3333333333334,27.0,27.0,10.0,11610.0,430.0,2200.0,668.511549868581,80.0,3.7037037037037037,3.4074074074074074,73.06624077876644,0.0,4.148148148148148,0.32142857142857145,0.9,0.9642857142857143,1.8,2.4545454545454546,1636.3636363636363,65610.0,8624.0,36.0,1.815126050420168
PRV51024,0,9.0,9.0,1.0,1.0,1.0,61000.0,6777.777777777777,13000.0,3767.5515184857713,9612.0,1068.0,4.333333333333333,10.0,39.0,4.333333333333333,7.111111111111111,0.7777777777777778,69.6953380485208,0.0,5.666666666666667,0.3333333333333333,0.3333333333333333,9423.333333333334,3208.8888888888887,30.0,29.0,12.0,3050.0,101.66666666666667,400.0,116.68062313894262,90.0,0.8333333333333334,2.433333333333333,68.2320784850559,0.0,4.433333333333334,0.2903225806451613,0.9,1.0,4.5,2.230769230769231,1525.0,64050.0,9702.0,38.0,2.071197411003236
PRV51025,0,13.0,12.0,2.0,2.0,0.0,86000.0,6615.384615384615,17000.0,5252.593986759645,13884.0,1068.0,7.0,28.0,91.0,7.0,7.769230769230769,0.9230769230769231,70.29600379087032,0.0,4.769230769230769,0.3076923076923077,0.3076923076923077,10149.23076923077,1881.5384615384614,74.0,66.0,34.0,32350.0,437.1621621621622,3300.0,810.343272890291,400.0,1.3243243243243243,2.9594594594594597,74.67732208594632,0.0,4.378378378378378,0.17333333333333334,1.0,1.1044776119402986,4.0,1.8857142857142857,934.7826086956521,118350.0,14284.0,78.0,1.9621948017852453
PRV51026,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,56.0,29.0,19840.0,261.05263157894734,3300.0,668.7831316600191,340.0,1.0921052631578947,2.4078947368421053,70.034367232249,0.013157894736842105,4.078947368421052,0.0,0.0,1.3333333333333333,0.0,1.8666666666666667,0.0,19840.0,340.0,56.0,0.0
PRV51027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,44.0,10.0,29840.0,563.0188679245283,3300.0,1044.0446219937528,0.0,2.1320754716981134,2.4716981132075473,73.47849108261336,0.018867924528301886,4.830188679245283,0.0,0.0,1.1777777777777778,0.0,4.0,0.0,29840.0,0.0,44.0,0.0
PRV51029,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,79.0,38.0,30660.0,329.6774193548387,3300.0,618.3119580109661,160.0,0.6989247311827957,2.838709677419355,71.36266955171374,0.010752688172043012,3.913978494623656,0.0,0.0,1.1625,0.0,2.0256410256410255,0.0,30660.0,160.0,79.0,0.0
PRV51030,0,82.0,71.0,1.0,1.0,0.0,705600.0,8604.878048780487,57000.0,8114.731344891162,86508.0,1068.0,4.621951219512195,23.0,379.0,4.621951219512195,8.097560975609756,0.6951219512195121,72.7264319460443,0.012195121951219513,5.304878048780488,0.3048780487804878,0.35365853658536583,12525.853658536585,2348.9024390243903,89.0,78.0,45.0,34160.0,383.82022471910113,3300.0,719.4308129252685,240.0,1.8876404494382022,2.438202247191011,71.92118681217266,0.011235955056179775,4.314606741573034,0.9111111111111111,1.1388888888888888,1.1265822784810127,35.5,1.6956521739130435,1856.842105263158,739760.0,86748.0,149.0,2.355172963494341
PRV51031,0,28.0,26.0,2.0,2.0,0.0,329000.0,11750.0,68000.0,13164.556792978468,29904.0,1068.0,5.535714285714286,18.0,155.0,5.535714285714286,8.392857142857142,0.8928571428571429,72.8009191356214,0.0,5.285714285714286,0.2857142857142857,0.42857142857142855,16102.5,1628.2142857142858,157.0,135.0,58.0,30720.0,195.6687898089172,2300.0,365.13129687220373,340.0,1.3694267515923566,2.464968152866242,73.14839761615157,0.006369426751592357,4.898089171974522,0.17721518987341772,1.037037037037037,1.1544117647058822,8.666666666666666,2.288135593220339,2108.974358974359,359720.0,30244.0,161.0,2.4222032563025206
PRV51032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,10.0,5420.0,235.65217391304347,2900.0,596.2063865273236,50.0,0.9130434782608695,2.347826086956522,69.81198107311847,0.043478260869565216,4.434782608695652,0.0,0.0,1.0454545454545454,0.0,1.9090909090909092,0.0,5420.0,50.0,21.0,0.0
PRV51035,0,1.0,1.0,1.0,1.0,0.0,29000.0,29000.0,29000.0,0.0,1068.0,1068.0,14.0,14.0,14.0,14.0,9.0,1.0,87.50171115674196,0.0,8.0,0.0,0.0,29840.0,4050.0,29.0,24.0,17.0,3560.0,122.75862068965517,700.0,162.9832715281834,360.0,1.8620689655172413,2.1724137931034484,73.86315466496731,0.0,4.827586206896552,0.03333333333333333,0.5,1.16,0.5,1.3333333333333333,1933.3333333333333,32560.0,1428.0,25.0,2.8369565217391304
PRV51036,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,131.0,5.0,74880.0,269.3525179856115,4400.0,579.1512632739048,1410.0,1.0503597122302157,2.615107913669065,73.11896355605454,0.0,4.399280575539568,0.0,0.0,2.106060606060606,0.0,21.833333333333332,0.0,74880.0,1410.0,131.0,0.0
PRV51037,1,23.0,21.0,1.0,1.0,0.0,214000.0,9304.347826086956,23000.0,5849.901184936185,24564.0,1068.0,4.565217391304348,17.0,105.0,4.521739130434782,8.043478260869565,0.5652173913043478,71.41683778234086,0.0,6.0,0.2608695652173913,0.43478260869565216,13172.608695652174,1396.5217391304348,431.0,202.0,2.0,128230.0,297.51740139211137,3300.0,579.1863651940712,960.0,1.3735498839907192,2.7169373549883993,72.4014921604406,0.02320185614849188,4.5846867749419955,0.05324074074074074,1.0454545454545454,2.123152709359606,10.5,67.33333333333333,2018.867924528302,342230.0,25524.0,223.0,2.164006947836943
PRV51038,0,30.0,26.0,2.0,2.0,1.0,229600.0,7653.333333333333,17000.0,4210.637869060674,30972.0,1068.0,4.033333333333333,24.0,121.0,4.033333333333333,7.3,0.5,71.69253935660507,0.03333333333333333,4.966666666666667,0.2,0.4,12401.0,1053.3333333333333,111.0,83.0,43.0,35890.0,323.3333333333333,3300.0,631.6620692244942,220.0,1.1711711711711712,2.2432432432432434,72.08775921712267,0.0,4.8108108108108105,0.26785714285714285,1.1111111111111112,1.3214285714285714,8.666666666666666,1.8863636363636365,1881.967213114754,265490.0,31192.0,109.0,2.250833333333333
PRV51040,0,9.0,8.0,4.0,3.0,2.0,63000.0,7000.0,21000.0,7681.145747868608,8544.0,1068.0,10.555555555555555,33.0,95.0,10.555555555555555,7.777777777777778,0.7777777777777778,76.29538367936726,0.0,5.777777777777778,0.4444444444444444,0.1111111111111111,28271.11111111111,2814.4444444444443,77.0,62.0,13.0,11470.0,148.96103896103895,1600.0,250.15039905279934,240.0,0.6233766233766234,2.948051948051948,71.09697147479488,0.012987012987012988,4.207792207792208,0.11538461538461539,1.0,1.2222222222222223,1.6,4.428571428571429,656.25,74470.0,8784.0,70.0,1.970029239766082
PRV51041,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,9.0,7410.0,217.94117647058823,3200.0,562.4232171797465,270.0,2.3529411764705883,2.5294117647058822,70.83150138905664,0.0,4.088235294117647,0.0,0.0,1.0625,0.0,3.1,0.0,7410.0,270.0,31.0,0.0
PRV51042,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,128.0,52.0,48050.0,338.38028169014086,3300.0,625.7915694564421,310.0,1.232394366197183,2.4859154929577465,73.09772392052521,0.0,4.070422535211268,0.0,0.0,1.1007751937984496,0.0,2.4150943396226414,0.0,48050.0,310.0,128.0,0.0
PRV51043,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,6.0,4480.0,194.7826086956522,1100.0,297.6402582315741,0.0,0.0,1.9130434782608696,74.5765556646728,0.0,4.260869565217392,0.0,0.0,1.0952380952380953,0.0,2.857142857142857,0.0,4480.0,0.0,20.0,0.0
PRV51044,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,39.0,1.0,21330.0,361.52542372881356,3300.0,633.149798583193,130.0,2.152542372881356,2.389830508474576,69.59658464715369,0.0,4.508474576271187,0.0,0.0,1.475,0.0,19.5,0.0,21330.0,130.0,39.0,0.0
PRV51045,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,29.0,16.0,8390.0,270.64516129032256,3300.0,602.7212483609703,40.0,2.2580645161290325,2.6451612903225805,71.86664017133646,0.0,4.483870967741935,0.0,0.0,1.0333333333333334,0.0,1.7058823529411764,0.0,8390.0,40.0,29.0,0.0
PRV51046,0,8.0,7.0,1.0,1.0,1.0,101000.0,12625.0,38000.0,11160.357137142675,8544.0,1068.0,4.5,9.0,36.0,4.5,8.0,0.625,75.52224503764545,0.0,5.875,0.125,0.25,17617.5,1748.75,30.0,19.0,5.0,8370.0,279.0,2000.0,468.2273983351723,100.0,0.8666666666666667,2.2666666666666666,71.77312343143966,0.0,4.9,0.25806451612903225,1.0,1.5,3.5,3.1666666666666665,2729.7297297297296,109370.0,8644.0,26.0,2.4489795918367347
PRV51047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10.0,2530.0,230.0,1300.0,371.80640123591206,0.0,3.090909090909091,2.0,71.00068446269678,0.0,3.909090909090909,0.0,0.0,0.9166666666666666,0.0,1.0,0.0,2530.0,0.0,11.0,0.0
PRV51048,0,4.0,4.0,4.0,3.0,0.0,19000.0,4750.0,7000.0,1707.825127659933,4272.0,1068.0,4.75,10.0,19.0,4.75,8.5,0.75,67.60506502395619,0.0,6.0,0.25,0.75,8075.0,1242.5,34.0,30.0,11.0,8700.0,255.88235294117646,3300.0,569.822501055765,80.0,0.11764705882352941,2.2941176470588234,71.10093811651971,0.0,4.794117647058823,0.11428571428571428,0.8,1.096774193548387,0.8,2.5,950.0,27700.0,4352.0,34.0,2.580357142857143
PRV51049,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,65.0,35.0,21720.0,305.9154929577465,3300.0,644.0465321804644,190.0,1.7887323943661972,2.5774647887323945,71.148644089038,0.0,4.661971830985915,0.0,0.0,1.0757575757575757,0.0,1.8055555555555556,0.0,21720.0,190.0,65.0,0.0
PRV51052,1,2.0,2.0,2.0,1.0,0.0,14000.0,7000.0,9000.0,2828.42712474619,2136.0,1068.0,9.0,14.0,18.0,9.0,8.5,0.5,74.04380561259411,0.0,6.0,0.0,0.5,7000.0,2500.0,44.0,36.0,16.0,16800.0,381.8181818181818,3300.0,710.726037976014,210.0,1.9772727272727273,3.0454545454545454,71.94119843195818,0.0,4.068181818181818,0.044444444444444446,0.6666666666666666,1.1891891891891893,0.6666666666666666,2.1176470588235294,736.8421052631579,30800.0,2346.0,38.0,2.1011235955056184
PRV51053,0,1.0,1.0,1.0,1.0,1.0,8000.0,8000.0,8000.0,0.0,1068.0,1068.0,5.0,5.0,5.0,5.0,9.0,1.0,68.58590006844626,0.0,4.0,1.0,1.0,8000.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,1333.3333333333333,8000.0,1068.0,1.0,9.0
PRV51054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,40.0,3.0,15130.0,265.43859649122805,1900.0,417.09056131834507,140.0,2.3508771929824563,2.491228070175439,70.80807425819854,0.0,3.456140350877193,0.0,0.0,1.3902439024390243,0.0,10.0,0.0,15130.0,140.0,40.0,0.0
PRV51055,0,2.0,2.0,1.0,1.0,0.0,16700.0,8350.0,16000.0,10818.733752154178,2136.0,1068.0,5.5,6.0,11.0,5.5,9.0,1.0,54.99931553730322,0.0,4.0,0.5,1.0,11350.0,190.0,20.0,20.0,5.0,4940.0,247.0,2300.0,549.3546453028221,70.0,0.1,3.1,70.6757015742642,0.0,4.75,0.09523809523809523,0.6666666666666666,0.9523809523809523,1.0,3.3333333333333335,1391.6666666666667,21640.0,2206.0,22.0,2.1951219512195124
PRV51056,0,2.0,2.0,1.0,1.0,0.0,8000.0,4000.0,5000.0,1414.213562373095,2136.0,1068.0,3.0,5.0,6.0,3.0,7.5,1.0,83.70978781656399,0.0,5.5,0.5,1.0,9500.0,2190.0,20.0,19.0,5.0,6700.0,335.0,2500.0,666.0369833259222,10.0,0.5,2.35,76.56358658453114,0.0,5.55,0.09523809523809523,0.6666666666666666,1.0,1.0,3.1666666666666665,1142.857142857143,14700.0,2146.0,21.0,2.2388059701492535
PRV51057,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,6830.0,1366.0,3300.0,1273.8838251583227,0.0,0.0,4.0,78.63326488706366,0.0,3.2,0.0,0.0,1.0,0.0,2.0,0.0,6830.0,0.0,4.0,0.0
PRV51058,0,5.0,5.0,5.0,3.0,2.0,91000.0,18200.0,57000.0,22129.166274399042,5340.0,1068.0,7.4,16.0,37.0,7.4,8.4,1.0,74.13333333333333,0.0,6.2,0.4,0.4,22684.0,2126.0,78.0,71.0,29.0,16030.0,205.51282051282053,2500.0,375.3739172552853,200.0,0.9102564102564102,2.9743589743589745,73.86033450920515,0.0,4.410256410256411,0.06329113924050633,0.8333333333333334,1.0833333333333333,0.8333333333333334,2.3666666666666667,2394.7368421052633,107030.0,5540.0,76.0,2.1135483870967744
PRV51059,1,25.0,23.0,12.0,11.0,4.0,401000.0,16040.0,57000.0,16539.04471243729,26700.0,1068.0,6.88,35.0,172.0,6.88,8.88,0.96,78.89642710472279,0.0,6.16,0.4,0.24,38933.6,1257.6,71.0,60.0,21.0,20060.0,282.53521126760563,3300.0,538.3751169952022,240.0,0.9295774647887324,2.3943661971830985,72.99518948048318,0.0,3.5211267605633805,0.3472222222222222,1.0416666666666667,1.1639344262295082,1.7692307692307692,2.727272727272727,2317.9190751445085,421060.0,26940.0,83.0,2.616099585062241
PRV51060,0,5.0,5.0,5.0,0.0,0.0,35000.0,7000.0,14000.0,4301.162633521313,5340.0,1068.0,4.8,9.0,24.0,4.8,8.4,0.0,75.89924709103354,0.0,6.6,0.2,0.8,13408.0,1334.0,37.0,37.0,24.0,8710.0,235.40540540540542,1020.0,274.0802254267351,0.0,1.972972972972973,2.72972972972973,71.3519433190891,0.0,4.243243243243243,0.13157894736842105,0.8333333333333334,0.9736842105263158,0.8333333333333334,1.48,1400.0,43710.0,5340.0,42.0,2.252173913043478
PRV51061,0,1.0,1.0,1.0,1.0,0.0,3000.0,3000.0,3000.0,0.0,1068.0,1068.0,8.0,8.0,8.0,8.0,7.0,2.0,84.66803559206024,0.0,5.0,0.0,0.0,5400.0,1380.0,144.0,66.0,6.0,51940.0,360.69444444444446,6700.0,820.8921062105845,260.0,2.3541666666666665,2.5208333333333335,77.33951251045707,0.0,4.055555555555555,0.006896551724137931,0.5,2.1492537313432836,0.5,9.428571428571429,333.3333333333333,54940.0,1328.0,67.0,1.9881656804733727
PRV51062,0,3.0,3.0,3.0,3.0,0.0,45000.0,15000.0,25000.0,10535.653752852739,3204.0,1068.0,4.333333333333333,6.0,13.0,4.333333333333333,9.0,1.6666666666666667,74.64202600958248,0.0,4.333333333333333,0.6666666666666666,0.3333333333333333,34636.666666666664,283.3333333333333,394.0,164.0,3.0,108380.0,275.0761421319797,3300.0,560.6681031795838,740.0,1.5761421319796953,2.697969543147208,73.22428487545906,0.0,4.741116751269035,0.007594936708860759,0.75,2.3878787878787877,0.75,41.0,3214.285714285714,153380.0,3944.0,167.0,2.4337680164722033
PRV51063,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,115.0,3.0,51110.0,343.02013422818794,3300.0,649.1935794860635,160.0,1.610738255033557,2.51006711409396,69.88849229864624,0.006711409395973154,4.469798657718121,0.0,0.0,1.2844827586206897,0.0,28.75,0.0,51110.0,160.0,115.0,0.0
